Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0,0,0,3,0,0.066666667,3,0,HIGH,May,1,8,4,20,Returning_Visitor,FALSE,FALSE
1,23,0,0,7,1,0,2,0,LOW,May,2,2,1,13,New_Visitor,FALSE,FALSE
2,116,0,0,16,1,0.017647059,2,0,LOW,May,3,2,2,18,Returning_Visitor,FALSE,FALSE
2,26,3,1408333333,65,3,0.00952381,2,808875,LOW,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
4,90.5,0,0,37,2,0,0,0,LOW,May,2,2,5,2,New_Visitor,FALSE,FALSE
0,0,0,0,72,2,0,1,0,HIGH,May,2,5,1,6,Returning_Visitor,FALSE,FALSE
9,1597166667,1,20,39,2,0.00974026,1,1642363253,LOW,May,1,1,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,3,0,0,0,LOW,May,2,2,7,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,31,1,0,0,0,LOW,May,2,6,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,3,0,LOW,May,2,4,1,6,Returning_Visitor,FALSE,FALSE
1,18,1,16,33,1,0.006060606,2,0,LOW,May,2,4,1,4,Returning_Visitor,FALSE,FALSE
2,156,1,201,14,1,0.0125,0,0,LOW,May,1,1,6,3,Returning_Visitor,TRUE,FALSE
3,47,1,51,16,3,0,1,0,HIGH,May,3,2,3,4,New_Visitor,TRUE,FALSE
4,7668333333,0,0,217,3,7.09E-05,0,0,LOW,May,2,2,1,6,Returning_Visitor,TRUE,FALSE
0,0,1,0,23,3,0.043478261,3,0,LOW,May,2,4,3,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,3,0.052380952,3,0,LOW,May,3,3,9,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,3,0.05,3,0,NORMAL,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,2,0,2,0,LOW,May,4,1,3,3,Returning_Visitor,FALSE,FALSE
4,3186666667,0,0,32,2,0.006451613,0,3760935484,LOW,May,2,2,1,2,Returning_Visitor,TRUE,FALSE
6,63,1,16,187,3,0.003108808,0,1080188719,LOW,May,4,1,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0,3,0,LOW,May,1,8,3,2,Returning_Visitor,FALSE,FALSE
1,14,0,0,30,2,0.027083333,2,126534375,LOW,May,3,2,3,1,Returning_Visitor,FALSE,FALSE
1,5384615385,0,0,36,2,0.01372549,1,191127451,LOW,May,2,2,6,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,31,3,0,1,0,HIGH,May,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,0,0,3,0,LOW,May,2,2,4,1,Returning_Visitor,TRUE,FALSE
1,15,0,0,12,2,0.015384615,1,0,LOW,May,3,2,6,1,Returning_Visitor,FALSE,FALSE
4,147.5,1,37.5,25,3,0.007142857,1,1670657143,LOW,May,2,2,3,3,Returning_Visitor,FALSE,TRUE
2,10,1,17,21,3,0,0,0,LOW,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,2,0.008333333,1,0,NORMAL,May,2,4,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,0,0.16,3,0,NORMAL,May,1,2,2,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,3,0,1,0,HIGH,May,1,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,1,0,2,0,LOW,May,3,3,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,0,0,0,59988,LOW,May,2,2,1,2,New_Visitor,FALSE,TRUE
5,131.2,3,27,21,3,0.017391304,1,7091478261,LOW,May,3,2,3,4,Returning_Visitor,TRUE,TRUE
3,61.5,0,0,6,3,0,1,0,NORMAL,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
2,386,1,25,31,1,0.010909091,1,0,LOW,May,2,6,2,5,Returning_Visitor,TRUE,FALSE
3,179.5,0,0,22,3,0,0,0,LOW,May,3,3,1,15,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,3,0,LOW,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,3,0.039285714,3,0,LOW,May,2,4,2,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,0,0.142857143,3,0,HIGH,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
1,45.5,3,58,6,3,0,0,0,LOW,May,3,2,6,2,New_Visitor,TRUE,FALSE
0,0,0,0,7,3,0,2,0,LOW,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
2,2666666667,0,0,159,2,0.004113924,0,1475911588,LOW,May,2,2,5,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,3,0.04,3,0,LOW,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
4,91,0,0,4,0,0,2,0,LOW,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,2,0,2,0,LOW,May,2,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,20,3,0.028571429,2,0,HIGH,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,1,0,2,0,LOW,May,1,1,6,4,Returning_Visitor,TRUE,FALSE
3,44.75,0,0,7,0,0.066666667,3,0,NORMAL,May,3,2,2,13,Returning_Visitor,FALSE,FALSE
5,53,0,0,38,2,0.016923077,0,0,NORMAL,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
1,49,0,0,4,3,0,0,0,LOW,May,1,1,1,3,Returning_Visitor,TRUE,FALSE
1,53,0,0,13,1,0,1,72788,NORMAL,May,1,1,1,3,New_Visitor,FALSE,TRUE
0,0,0,0,2,1,0,3,0,LOW,May,2,2,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,15,3,0,0,1455428571,LOW,May,2,2,3,2,Returning_Visitor,FALSE,TRUE
2,225,0,0,6,1,0,0,0,LOW,May,3,2,1,4,New_Visitor,FALSE,FALSE
7,108,2,42,32,3,0.02195122,2,1119263415,LOW,May,1,1,1,4,Returning_Visitor,FALSE,FALSE
2,90,0,0,3,2,0,0,0,LOW,May,3,2,7,2,Returning_Visitor,FALSE,FALSE
2,84,0,0,25,3,0.017391304,2,0,LOW,May,3,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,3,0.01,2,0,HIGH,May,2,4,1,3,Returning_Visitor,FALSE,FALSE
5,33,0,0,54,2,0.003773585,0,0,LOW,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
4,3688333333,0,0,115,3,0.006837607,1,0,NORMAL,May,2,2,3,13,Returning_Visitor,FALSE,FALSE
5,73.5,1,0,79,3,0.045356473,2,239491796,LOW,May,2,2,6,1,Returning_Visitor,FALSE,FALSE
5,6866666667,0,0,11,3,0.01547619,2,0,LOW,May,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,97,3,0.004166667,1,0,HIGH,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
3,45,1,87,26,3,0.008,1,0,LOW,May,1,1,1,2,Returning_Visitor,TRUE,FALSE
8,839,0,0,72,2,0,0,1336332468,LOW,May,3,2,6,3,Returning_Visitor,TRUE,FALSE
12,402.5,0,0,38,2,0.006818182,1,277134,LOW,May,3,2,1,7,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,0,0,2,0,HIGH,May,2,4,1,3,Returning_Visitor,FALSE,FALSE
1,33,0,0,57,1,0,0,0,LOW,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
1,19,0,0,24,1,0.008695652,1,6433043478,LOW,May,2,2,9,3,New_Visitor,FALSE,FALSE
0,0,0,0,13,0,0.142857143,3,0,HIGH,May,3,2,7,13,Returning_Visitor,FALSE,FALSE
1,51,2,176,37,2,0,0,1023538378,LOW,May,2,5,7,4,Returning_Visitor,TRUE,TRUE
0,0,0,0,5,0,0,2,0,LOW,May,2,2,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,8,1,0.0375,3,0,HIGH,May,3,2,1,2,Returning_Visitor,FALSE,FALSE
1,31,0,0,10,1,0,1,0,LOW,May,1,1,1,1,Returning_Visitor,TRUE,FALSE
2,2133333333,0,0,3,3,0,0,0,LOW,May,3,2,4,4,Returning_Visitor,TRUE,FALSE
6,71.5,1,37,15,2,0,0,0,LOW,May,1,1,3,2,Returning_Visitor,FALSE,FALSE
7,51,3,222,21,3,0,0,0,LOW,May,2,2,1,4,New_Visitor,FALSE,FALSE
0,0,0,0,8,2,0,0,0,LOW,May,2,4,1,2,Returning_Visitor,FALSE,FALSE
2,72.5,0,0,10,1,0,1,1000963636,LOW,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,81,1,0.012345679,1,0,HIGH,May,1,8,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,3,0,1,0,LOW,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
2,71.3,0,0,18,3,0.010526316,2,0,HIGH,May,3,2,8,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,0,0,1,0,LOW,May,2,4,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,56,3,0.004285714,1,0,HIGH,May,4,1,1,4,Returning_Visitor,FALSE,FALSE
1,0,0,0,8,3,0,1,0,LOW,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
5,37,1,16,18,3,0,0,0,LOW,May,2,5,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,1,0,2,0,LOW,May,2,4,4,3,Returning_Visitor,FALSE,FALSE
2,30,1,134,31,3,0,0,0,LOW,May,2,2,7,18,New_Visitor,FALSE,FALSE
2,23,0,0,31,1,0,0,0,LOW,May,2,2,9,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,2,0.028571429,2,0,LOW,May,2,4,3,3,Returning_Visitor,FALSE,FALSE
1,4,0,0,37,2,0.013888889,2,0,HIGH,May,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,0,0,3,0,LOW,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,1,0,2,0,LOW,May,1,1,6,3,Returning_Visitor,FALSE,FALSE
2,105,0,0,16,2,0,1,0,NORMAL,May,1,8,3,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,0,0.025,2,0,LOW,May,2,2,4,13,Returning_Visitor,TRUE,FALSE
1,4,0,0,36,3,0.011111111,2,0,HIGH,May,3,2,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,0,0,1,0,LOW,May,1,1,4,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,1,0.028571429,3,0,HIGH,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0,3,0,NORMAL,May,4,1,4,3,Returning_Visitor,FALSE,FALSE
1,20.5,1,13,57,2,0,1,1340247586,LOW,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
1,38,0,0,16,3,0.038888889,2,1866333333,LOW,May,3,2,4,4,Returning_Visitor,TRUE,FALSE
1,6,0,0,24,2,0.018181818,1,0,HIGH,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
5,1123333333,0,0,55,2,0,1,8903557895,LOW,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,3,0.001754386,0,0,HIGH,May,1,8,1,19,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,0,0.15,3,0,HIGH,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
6,2454666667,0,0,57,2,0.006896552,2,0,LOW,May,4,2,3,6,Returning_Visitor,FALSE,FALSE
5,8616666667,1,13,55,2,0.015577078,1,9139760775,LOW,May,2,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,0,0.2,3,0,LOW,May,2,2,6,13,Returning_Visitor,FALSE,FALSE
1,10,3,4766666667,34,1,0,0,0,LOW,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,1,0,3,0,LOW,May,1,1,8,3,Returning_Visitor,FALSE,FALSE
4,104.5,1,54,25,3,0,1,0,HIGH,May,2,6,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,0,0.047058824,3,0,HIGH,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,26,1,0.003846154,2,0,LOW,May,2,7,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,3,0.01,2,0,LOW,May,2,4,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,1,0,3,0,LOW,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,141,2,0.004316547,1,0,HIGH,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
9,177,2,500,88,1,0.008163265,1,5479532313,HIGH,May,4,2,8,4,Returning_Visitor,FALSE,FALSE
0,0,5,161.5,60,2,0,0,3131885714,LOW,May,2,2,6,2,Returning_Visitor,FALSE,TRUE
5,129.5,0,0,33,1,0,0,0,LOW,May,2,5,2,4,Returning_Visitor,TRUE,FALSE
3,52,0,0,13,2,0.014285714,2,0,NORMAL,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,26,1,0.005555556,2,0,LOW,May,4,1,4,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,50,2,0,0,0,NORMAL,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
2,25.5,0,0,13,3,0,0,1978533333,LOW,May,3,2,4,1,Returning_Visitor,TRUE,TRUE
0,0,0,0,1,0,0.2,3,0,HIGH,May,4,1,1,4,Returning_Visitor,FALSE,FALSE
2,87.25,0,0,56,2,0.032738095,3,0,HIGH,May,2,4,3,3,Returning_Visitor,FALSE,FALSE
4,57.5,0,0,27,3,0.014814815,1,7108148148,LOW,May,2,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,2,0,0,0,LOW,May,1,1,1,2,Returning_Visitor,FALSE,FALSE
5,5066666667,0,0,85,3,0.014942529,2,0,HIGH,May,2,2,3,6,Returning_Visitor,TRUE,FALSE
5,41,1,9307692308,49,2,0.012,1,0,HIGH,May,2,2,6,3,Returning_Visitor,FALSE,FALSE
8,294.5,3,231.7,24,1,0,0,9877647059,LOW,May,2,4,3,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,12,3,0.01,1,0,LOW,May,1,1,6,4,Returning_Visitor,FALSE,FALSE
4,362,1,61,17,1,0,0,0,LOW,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,0,0,1,0,HIGH,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
7,96,3,313,65,2,0.012206573,2,6147633803,LOW,May,3,2,3,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,80,3,0.01875,2,0,NORMAL,May,2,4,7,2,Returning_Visitor,FALSE,FALSE
4,157,0,0,41,3,0,0,4430347826,NORMAL,May,2,6,2,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,1,0.05,2,0,LOW,May,1,1,1,2,Returning_Visitor,TRUE,FALSE
8,820.8,1,29.5,59,2,0.010447761,2,1244030746,LOW,May,2,4,4,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,31,3,0.038709677,3,0,HIGH,May,1,1,1,15,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,3,0.0125,2,0,LOW,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,1,0,2,0,LOW,May,2,10,5,4,Returning_Visitor,TRUE,FALSE
8,157,4,60,24,3,0.015151515,2,5689554113,LOW,May,2,2,1,7,Returning_Visitor,FALSE,FALSE
4,3168333333,1,13,73,2,0.008333333,1,2323162162,NORMAL,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
2,17,0,0,14,3,0,2,0,NORMAL,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,3,0,LOW,May,2,2,7,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,43,2,0.004651163,0,0,HIGH,May,2,6,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,0,0,3,0,LOW,May,4,1,3,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,68,3,0.002941176,0,0,LOW,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
2,235,0,0,23,1,0,0,456125,LOW,May,3,2,7,2,New_Visitor,FALSE,TRUE
9,367,0,0,85,2,0,1,3926014129,LOW,May,3,2,6,4,Returning_Visitor,TRUE,TRUE
4,5101923077,0,0,133,2,0.004890511,0,1786819082,LOW,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
4,165,0,0,59,1,0.007526882,1,8126193548,LOW,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,19,3,0,0,115.98,LOW,May,2,2,6,2,New_Visitor,TRUE,TRUE
0,0,0,0,6,2,0,1,0,LOW,May,1,1,7,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,0,0.066666667,3,0,LOW,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,3,0.033333333,2,0,LOW,May,1,1,5,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,3,0.028571429,2,0,LOW,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,41,1,0.045238095,3,0,HIGH,May,2,6,1,6,Returning_Visitor,FALSE,FALSE
6,175,0,0,6,1,0,1,0,LOW,May,1,1,4,2,Returning_Visitor,TRUE,FALSE
1,4,0,0,31,2,0,0,0,LOW,May,2,6,2,11,New_Visitor,FALSE,FALSE
0,0,0,0,11,3,0.054545455,3,0,HIGH,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,2,0,1,0,LOW,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,3,0,LOW,May,3,2,6,1,Returning_Visitor,TRUE,FALSE
3,3816666667,0,0,5,3,0,0,0,LOW,May,1,1,5,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,3,0,2,0,LOW,May,4,1,7,1,Returning_Visitor,FALSE,FALSE
14,3752785714,0,0,156,3,0.010009921,1,2992267778,HIGH,May,2,2,6,1,Returning_Visitor,TRUE,FALSE
1,0,0,0,3,0,0.2,3,0,LOW,May,1,1,4,4,Returning_Visitor,TRUE,FALSE
3,143,2,29,3,1,0,2,0,NORMAL,May,2,2,4,3,New_Visitor,FALSE,FALSE
0,0,0,0,53,3,0,1,0,NORMAL,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
9,139,1,109,33,3,0.002777778,0,0,LOW,May,1,1,1,15,Returning_Visitor,TRUE,FALSE
1,9,0,0,111,2,0,1,2797414715,NORMAL,May,2,2,8,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,36,3,0.029166667,1,0,HIGH,May,1,1,7,3,Returning_Visitor,TRUE,FALSE
1,8,0,0,35,2,0.004166667,1,0,LOW,May,2,10,6,4,Returning_Visitor,TRUE,FALSE
5,96.25,0,0,26,2,0,0,4295612903,LOW,May,2,2,1,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,15,1,0.026666667,2,0,LOW,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
1,72,1,6,84,2,0.005102041,1,0,LOW,May,2,2,5,6,Returning_Visitor,FALSE,FALSE
6,4066666667,0,0,49,3,0,0,4272807692,LOW,May,2,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,59,2,0.003508772,1,2790473684,LOW,May,2,2,5,4,Returning_Visitor,FALSE,FALSE
2,0,0,0,3,0,0.1,3,0,LOW,May,1,2,1,6,Returning_Visitor,TRUE,FALSE
1,4,0,0,4,1,0,3,0,HIGH,May,2,2,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,1,0,3,0,HIGH,May,1,1,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,0,0,2,0,LOW,May,2,2,3,1,Returning_Visitor,TRUE,FALSE
2,3833333333,0,0,68,2,0.009758454,1,1276243133,HIGH,May,2,2,2,2,Returning_Visitor,TRUE,FALSE
0,0,8,707.5,51,3,0.003389831,0,0,NORMAL,May,2,2,8,3,Returning_Visitor,FALSE,FALSE
5,1146666667,0,0,14,2,0.08,3,0,HIGH,May,3,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,3,0,LOW,May,1,1,4,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,1,0,2,0,LOW,May,3,2,1,4,Returning_Visitor,TRUE,FALSE
1,9,1,49,25,3,0,0,3175846154,LOW,May,2,2,9,6,Returning_Visitor,FALSE,TRUE
6,142.3,0,0,108,2,0.001785714,0,0,HIGH,May,2,2,1,6,Returning_Visitor,FALSE,FALSE
2,180,3,258,61,3,0.009090909,2,0,LOW,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
2,87,0,0,106,3,0.000628931,0,0,LOW,May,4,2,3,6,Returning_Visitor,FALSE,FALSE
5,3391666667,0,0,20,3,0,0,0,LOW,May,1,2,3,2,Returning_Visitor,FALSE,FALSE
2,133,0,0,19,3,0,0,0,LOW,May,1,1,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,0,0.033333333,3,0,HIGH,May,3,2,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,13,2,0.023931624,2,0,HIGH,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,3,0.015384615,1,0,LOW,May,2,4,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0,3,0,LOW,May,2,5,1,6,Returning_Visitor,FALSE,FALSE
3,64,0,0,29,3,0,0,4289057143,LOW,May,2,2,1,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,0,0.028571429,2,0,LOW,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,1,222,25,2,0.007692308,1,0,LOW,May,2,4,1,2,Returning_Visitor,FALSE,FALSE
1,24.5,0,0,46,2,0,0,1072170213,LOW,May,2,2,2,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,3,0,LOW,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,3,0.004,2,0,LOW,May,2,2,1,19,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0,3,0,LOW,May,1,1,6,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,10,3,0,1,4043377778,LOW,May,2,2,1,4,New_Visitor,FALSE,TRUE
8,41,0,0,34,2,0.01375,1,0,LOW,May,1,1,3,2,Returning_Visitor,FALSE,FALSE
2,81.5,1,21,18,2,0.00952381,1,0,LOW,May,1,1,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,0,0.2,3,0,LOW,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
9,219.25,2,31,18,3,0,0,376992,LOW,May,1,1,1,5,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,3,0,LOW,May,2,2,6,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,3,0.005555556,2,0,LOW,May,1,1,2,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,16,3,0,0,21588,HIGH,May,2,2,9,4,New_Visitor,FALSE,TRUE
0,0,0,0,3,0,0,3,0,LOW,May,1,1,6,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,3,0,1,0,LOW,May,2,2,8,4,Returning_Visitor,FALSE,FALSE
1,11,0,0,104,3,0.003921569,1,0,LOW,May,2,2,1,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,12,1,0,2,0,LOW,May,2,4,6,1,Returning_Visitor,FALSE,FALSE
0,0,2,74,6,3,0,2,0,NORMAL,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
1,35,0,0,10,3,0,1,0,LOW,May,2,2,1,3,New_Visitor,FALSE,FALSE
0,0,0,0,7,1,0.014285714,3,0,LOW,May,2,4,7,1,Returning_Visitor,TRUE,FALSE
7,78.3,5,120,87,2,0.004301075,0,3080927957,HIGH,May,2,2,3,2,Returning_Visitor,FALSE,TRUE
4,120,4,64,52,2,0.010344828,1,1724870115,LOW,May,2,2,2,13,Returning_Visitor,FALSE,TRUE
1,5,0,0,7,0,0.114285714,3,0,NORMAL,May,1,1,4,15,Returning_Visitor,FALSE,FALSE
0,0,3,4823333333,44,3,0,0,48868,LOW,May,1,1,8,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,8,2,0,1,0,NORMAL,May,2,2,9,3,Returning_Visitor,FALSE,FALSE
0,0,1,0,8,3,0.022222222,1,0,HIGH,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
2,15.6,0,0,10,0,0.018181818,2,0,NORMAL,May,2,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,2,0.04,3,0,HIGH,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,2,0.042857143,3,0,HIGH,May,2,2,7,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,1,0,1,0,NORMAL,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
8,2598333333,0,0,26,3,0,0,0,LOW,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
1,5,0,0,21,3,0.01,1,0,LOW,May,3,2,2,2,Returning_Visitor,FALSE,FALSE
1,15,0,0,11,1,0.016666667,1,4765566667,LOW,May,2,5,1,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,29,3,0.015172414,2,0,LOW,May,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,2,0,0,0,NORMAL,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
6,88,0,0,17,3,0,1,0,LOW,May,2,2,5,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,0,0,3,0,HIGH,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,36,3,0.047777778,3,0,LOW,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,3,0,LOW,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,0,0.155555556,3,0,LOW,May,1,1,4,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,12,2,0,3,0,HIGH,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,79,2,0.017721519,1,0,HIGH,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
5,389,0,0,5,3,0,0,0,LOW,May,2,4,2,2,New_Visitor,FALSE,FALSE
0,0,0,0,19,3,0.021052632,2,0,HIGH,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
4,122.5,0,0,66,2,0,0,0,LOW,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
2,127,0,0,19,2,0,0,0,NORMAL,May,2,2,4,2,Returning_Visitor,FALSE,FALSE
1,0,1,0,0,0,0.2,3,0,LOW,May,1,1,6,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,47,2,0.004347826,1,0,LOW,May,2,5,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,3,0.008333333,2,0,LOW,May,2,4,6,6,Returning_Visitor,FALSE,FALSE
2,139,1,20,31,3,0.007843137,1,0,LOW,May,1,1,3,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,0,0,3,0,HIGH,May,2,2,7,1,Returning_Visitor,TRUE,FALSE
3,78.5,0,0,10,1,0.015384615,0,0,HIGH,May,1,2,1,4,New_Visitor,FALSE,FALSE
2,96,2,18,53,1,0,0,0,LOW,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
2,162,0,0,7,3,0,1,0,LOW,May,1,1,8,2,New_Visitor,FALSE,FALSE
4,4133333333,0,0,136,3,0,0,0,HIGH,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
